complaint_id,complaint_text,category,city,date_submitted,status,priority,complaint_length,word_count,Water,Roads,Electricity,Sanitation
1012,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-06-18,In Progress,Low,51,5,0,0,1,0
1013,Garbage has not been collected for several days,Sanitation,Vadodara,2024-08-02,Pending,High,47,8,0,0,0,1
1014,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-12-09,Open,Low,52,8,0,1,0,0
1015,Garbage has not been collected for several days,Sanitation,Rajkot,2024-09-12,Resolved,Medium,47,8,0,0,0,1
1016,Drainage water is mixing with drinking water supply,Water,Surat,2024-09-21,Pending,High,51,8,1,0,0,0
1017,Contaminated water is being supplied in our locality,Water,Rajkot,2024-06-23,In Progress,Medium,52,8,1,0,0,0
1018,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-12-15,Pending,Low,50,5,0,0,0,1
1019,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-04-25,Pending,Medium,42,6,0,1,0,0
1020,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-11-29,In Progress,High,51,5,0,0,1,0
1021,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-01-25,In Progress,Low,39,5,0,0,0,1
1022,Sewage blockage leading to waterlogging,Sanitation,Delhi,2024-11-06,Pending,Medium,39,5,0,0,0,1
1023,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-04-07,In Progress,Medium,52,6,1,0,0,0
1024,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-09-18,Open,Medium,54,5,0,0,1,0
1025,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-10-14,In Progress,Low,50,5,0,0,0,1
1026,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-06-20,In Progress,Medium,66,11,1,0,0,0
1027,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-03-14,Pending,Low,66,11,1,0,0,0
1028,Irregular water supply timings causing inconvenience,Water,Vadodara,2024-05-26,Pending,High,52,6,1,0,0,0
1029,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-08-11,In Progress,Low,66,11,1,0,0,0
1030,Street lights are not functioning in the locality,Electricity,Rajkot,2024-01-16,In Progress,Medium,49,8,0,0,1,0
1031,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-08-14,Pending,Medium,51,8,0,0,0,1
1032,Construction work left road in poor condition,Roads,Delhi,2024-10-04,Resolved,Medium,45,7,0,1,0,0
1033,Uneven road surface causing vehicle damage,Roads,Delhi,2024-06-17,Pending,High,42,6,0,1,0,0
1034,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-03-17,Open,Medium,63,11,0,1,0,0
1035,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-11-02,In Progress,Medium,63,11,0,1,0,0
1036,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-02-25,In Progress,Low,53,9,0,0,1,0
1037,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-01-08,Open,Medium,52,6,1,0,0,0
1038,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-04-08,In Progress,Medium,70,12,1,0,0,0
1039,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-10-19,Resolved,Low,51,5,0,0,1,0
1040,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-11-21,Open,Medium,52,8,1,0,0,0
1041,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-05-27,Resolved,Medium,70,12,1,0,0,0
1042,Uneven road surface causing vehicle damage,Roads,Surat,2024-10-07,Open,Medium,42,6,0,1,0,0
1043,Irregular water supply timings causing inconvenience,Water,Vadodara,2024-11-04,In Progress,Low,52,6,1,0,0,0
1044,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-09-14,Pending,Low,52,8,0,1,0,0
1045,Sewage blockage leading to waterlogging,Sanitation,Delhi,2024-04-07,Resolved,High,39,5,0,0,0,1
1046,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-12-29,Pending,Low,63,11,0,1,0,0
1047,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-06-25,Open,High,63,11,0,1,0,0
1048,Construction work left road in poor condition,Roads,Mumbai,2024-06-22,Open,High,45,7,0,1,0,0
1049,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-04-07,Open,Low,42,8,0,0,1,0
1050,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-04-03,Pending,High,52,8,1,0,0,0
1051,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-04-17,Open,Medium,52,8,0,1,0,0
1052,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-04-07,Pending,Medium,66,11,1,0,0,0
1053,Drainage water is mixing with drinking water supply,Water,Delhi,2024-04-16,Open,Medium,51,8,1,0,0,0
1054,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-01-26,In Progress,Low,63,11,0,1,0,0
1055,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-09-01,Resolved,Low,49,8,0,0,1,0
1056,Dirty streets creating health hazards,Sanitation,Rajkot,2024-05-02,Pending,High,37,5,0,0,0,1
1057,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-07-05,Open,Low,42,6,0,1,0,0
1058,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-12-20,Open,Low,70,12,1,0,0,0
1059,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-02-02,Resolved,Low,66,11,1,0,0,0
1060,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-05-18,In Progress,Medium,53,9,0,0,1,0
1061,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-01-02,In Progress,Medium,55,7,0,1,0,0
1062,Dirty streets creating health hazards,Sanitation,Rajkot,2024-12-17,Open,Medium,37,5,0,0,0,1
1063,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-12-02,In Progress,Low,52,6,1,0,0,0
1064,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-02-07,In Progress,Medium,52,8,0,1,0,0
1065,Irregular water supply timings causing inconvenience,Water,Delhi,2024-02-16,Open,High,52,6,1,0,0,0
1066,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-07-17,Pending,Low,52,6,1,0,0,0
1067,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-02-17,In Progress,Low,53,9,0,0,1,0
1068,Drainage water is mixing with drinking water supply,Water,Vadodara,2024-10-11,Pending,Medium,51,8,1,0,0,0
1069,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-08-05,In Progress,Low,39,5,0,0,0,1
1070,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-03-20,Resolved,High,51,5,0,0,1,0
1071,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-11-09,Open,Low,63,11,0,1,0,0
1072,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-07-13,Open,High,55,7,0,1,0,0
1073,Drainage water is mixing with drinking water supply,Water,Surat,2024-11-27,Pending,Low,51,8,1,0,0,0
1074,Contaminated water is being supplied in our locality,Water,Rajkot,2024-02-21,Pending,High,52,8,1,0,0,0
1075,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-11-28,Pending,High,70,12,1,0,0,0
1076,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-06-28,In Progress,Medium,39,5,0,0,0,1
1077,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-07-14,In Progress,Low,53,9,0,0,1,0
1078,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-10-07,Pending,High,50,5,0,0,0,1
1079,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-01-05,In Progress,High,51,8,1,0,0,0
1080,Multiple potholes on the main road causing accidents,Roads,Surat,2024-10-18,Resolved,Medium,52,8,0,1,0,0
1081,Construction work left road in poor condition,Roads,Surat,2024-04-23,Pending,High,45,7,0,1,0,0
1082,Multiple potholes on the main road causing accidents,Roads,Surat,2024-12-04,Open,Medium,52,8,0,1,0,0
1083,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-12-11,Resolved,Low,54,5,0,0,1,0
1084,Street lights are not functioning in the locality,Electricity,Surat,2024-02-08,Resolved,High,49,8,0,0,1,0
1085,Damaged street roads creating unsafe driving conditions,Roads,Delhi,2024-12-29,Open,High,55,7,0,1,0,0
1086,Street lights are not functioning in the locality,Electricity,Vadodara,2024-04-09,Pending,Medium,49,8,0,0,1,0
1087,Contaminated water is being supplied in our locality,Water,Delhi,2024-10-29,Open,High,52,8,1,0,0,0
1088,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-01-10,Resolved,Low,51,8,1,0,0,0
1089,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-08-14,Pending,Medium,51,8,0,0,0,1
1090,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-06-12,Resolved,Low,54,5,0,0,1,0
1091,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-12-24,Open,Medium,50,5,0,0,0,1
1092,No electricity supply for the past 6 hours,Electricity,Rajkot,2024-09-18,Pending,Medium,42,8,0,0,1,0
1093,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-04-05,Pending,Medium,66,11,1,0,0,0
1094,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-09-15,In Progress,Low,52,8,1,0,0,0
1095,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-06-02,Resolved,Low,54,5,0,0,1,0
1096,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-06-27,Open,Medium,49,8,0,0,1,0
1097,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-03-18,Resolved,Low,55,7,0,1,0,0
1098,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-01-29,Pending,Medium,50,5,0,0,0,1
1099,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-12-15,Pending,Medium,63,11,0,1,0,0
1100,Street lights are not functioning in the locality,Electricity,Mumbai,2024-05-04,Pending,Low,49,8,0,0,1,0
1101,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-06-19,Open,High,51,5,0,0,1,0
1102,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-02-15,Pending,Low,50,5,0,0,0,1
1103,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-03-27,Resolved,High,70,12,1,0,0,0
1104,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-10-17,Resolved,High,52,8,0,1,0,0
1105,Irregular water supply timings causing inconvenience,Water,Vadodara,2024-07-31,In Progress,Medium,52,6,1,0,0,0
1106,No electricity supply for the past 6 hours,Electricity,Mumbai,2024-03-16,Open,Medium,42,8,0,0,1,0
1107,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-08-08,Resolved,Medium,51,8,1,0,0,0
1108,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-11-27,Open,Medium,52,8,0,1,0,0
1109,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-02-02,Open,Low,70,12,1,0,0,0
1110,Contaminated water is being supplied in our locality,Water,Rajkot,2024-07-05,Open,Low,52,8,1,0,0,0
1111,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-03-10,In Progress,High,53,9,0,0,1,0
1112,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-12-31,In Progress,Medium,70,12,1,0,0,0
1113,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-05-06,Open,High,55,7,0,1,0,0
1114,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-07-25,Pending,Medium,70,12,1,0,0,0
1115,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-09-01,In Progress,Medium,70,12,1,0,0,0
1116,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-05-13,Resolved,Medium,39,5,0,0,0,1
1117,Construction work left road in poor condition,Roads,Rajkot,2024-03-15,Pending,Medium,45,7,0,1,0,0
1118,Waste management system is inefficient in this area,Sanitation,Delhi,2024-10-25,Resolved,Medium,51,8,0,0,0,1
1119,Uneven road surface causing vehicle damage,Roads,Surat,2024-03-16,Open,High,42,6,0,1,0,0
1120,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-09-16,Pending,High,52,8,0,1,0,0
1121,Multiple potholes on the main road causing accidents,Roads,Surat,2024-01-04,In Progress,Medium,52,8,0,1,0,0
1122,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-12-27,Resolved,Medium,66,11,1,0,0,0
1123,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-04-13,In Progress,Low,55,7,0,1,0,0
1124,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-12-08,Resolved,Medium,54,5,0,0,1,0
1125,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-01-06,Open,Low,51,8,1,0,0,0
1126,Irregular water supply timings causing inconvenience,Water,Delhi,2024-06-01,Pending,Medium,52,6,1,0,0,0
1127,Sewage blockage leading to waterlogging,Sanitation,Delhi,2024-08-10,In Progress,Low,39,5,0,0,0,1
1128,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-12-30,In Progress,High,52,6,1,0,0,0
1129,Construction work left road in poor condition,Roads,Mumbai,2024-09-25,Open,High,45,7,0,1,0,0
1130,No electricity supply for the past 6 hours,Electricity,Rajkot,2024-07-14,In Progress,Low,42,8,0,0,1,0
1131,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-01-08,In Progress,Medium,54,5,0,0,1,0
1132,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-07-25,Resolved,Low,53,9,0,0,1,0
1133,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-08-04,Pending,Medium,52,8,0,1,0,0
1134,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-07-18,Resolved,Low,52,6,1,0,0,0
1135,No electricity supply for the past 6 hours,Electricity,Surat,2024-01-22,Open,High,42,8,0,0,1,0
1136,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-06-05,Open,High,54,5,0,0,1,0
1137,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-05-03,Open,Low,52,6,1,0,0,0
1138,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-05-26,Pending,Medium,50,5,0,0,0,1
1139,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-05-08,In Progress,Medium,53,9,0,0,1,0
1140,Contaminated water is being supplied in our locality,Water,Vadodara,2024-01-14,Pending,Low,52,8,1,0,0,0
1141,Waste management system is inefficient in this area,Sanitation,Delhi,2024-03-26,Resolved,Low,51,8,0,0,0,1
1142,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-04-26,Pending,High,53,9,0,0,1,0
1143,Dirty streets creating health hazards,Sanitation,Delhi,2024-06-22,In Progress,High,37,5,0,0,0,1
1144,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-06-02,Resolved,High,52,8,0,1,0,0
1145,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-02-11,Resolved,Medium,51,8,1,0,0,0
1146,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-06-26,Resolved,Low,51,8,0,0,0,1
1147,Drainage water is mixing with drinking water supply,Water,Surat,2024-10-17,Pending,Medium,51,8,1,0,0,0
1148,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-06-27,Open,High,42,8,0,0,1,0
1149,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-12-09,In Progress,Low,63,11,0,1,0,0
1150,Contaminated water is being supplied in our locality,Water,Mumbai,2024-06-11,Pending,Medium,52,8,1,0,0,0
1151,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-04-02,In Progress,Medium,50,5,0,0,0,1
1152,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-12-25,Open,Medium,52,8,0,1,0,0
1153,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-09-04,In Progress,Low,51,8,1,0,0,0
1154,Waste management system is inefficient in this area,Sanitation,Delhi,2024-04-01,Resolved,High,51,8,0,0,0,1
1155,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-12-23,Pending,Low,53,9,0,0,1,0
1156,Construction work left road in poor condition,Roads,Mumbai,2024-02-04,In Progress,High,45,7,0,1,0,0
1157,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-12-05,Pending,Low,55,7,0,1,0,0
1158,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-12-27,In Progress,High,39,5,0,0,0,1
1159,Waste management system is inefficient in this area,Sanitation,Surat,2024-01-18,In Progress,Low,51,8,0,0,0,1
1160,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-03-23,Open,High,39,5,0,0,0,1
1161,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-02-24,Resolved,High,52,8,0,1,0,0
1162,Garbage has not been collected for several days,Sanitation,Mumbai,2024-07-27,In Progress,Low,47,8,0,0,0,1
1163,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-07-29,Resolved,Low,51,8,0,0,0,1
1164,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-01-29,In Progress,High,53,9,0,0,1,0
1165,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-03-14,Resolved,Medium,42,6,0,1,0,0
1166,Uneven road surface causing vehicle damage,Roads,Surat,2024-09-20,In Progress,High,42,6,0,1,0,0
1167,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-04-24,Open,High,51,5,0,0,1,0
1168,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-11-23,In Progress,Low,42,6,0,1,0,0
1169,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-12-22,Pending,High,70,12,1,0,0,0
1170,Garbage has not been collected for several days,Sanitation,Surat,2024-11-15,In Progress,Medium,47,8,0,0,0,1
1171,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-12-15,Resolved,Low,39,5,0,0,0,1
1172,Construction work left road in poor condition,Roads,Surat,2024-01-20,Resolved,High,45,7,0,1,0,0
1173,Street lights are not functioning in the locality,Electricity,Mumbai,2024-02-14,Pending,Medium,49,8,0,0,1,0
1174,Dirty streets creating health hazards,Sanitation,Rajkot,2024-02-19,Open,Medium,37,5,0,0,0,1
1175,Dirty streets creating health hazards,Sanitation,Ahmedabad,2024-05-18,Open,High,37,5,0,0,0,1
1176,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-12-14,Resolved,High,51,5,0,0,1,0
1177,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-08-14,In Progress,Medium,51,8,1,0,0,0
1178,Waste management system is inefficient in this area,Sanitation,Surat,2024-02-17,Pending,Low,51,8,0,0,0,1
1179,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-10-17,In Progress,Medium,66,11,1,0,0,0
1180,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-01-14,Pending,High,51,5,0,0,1,0
1181,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-01-17,In Progress,Low,70,12,1,0,0,0
1182,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-08-08,Open,Low,66,11,1,0,0,0
1183,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-02-22,Resolved,High,50,5,0,0,0,1
1184,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-11-30,Pending,Low,50,5,0,0,0,1
1185,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-04-13,Open,Low,42,6,0,1,0,0
1186,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-04-20,Pending,High,42,6,0,1,0,0
1187,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-10-26,Resolved,Medium,55,7,0,1,0,0
1188,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-02-23,Pending,High,66,11,1,0,0,0
1189,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-05-01,Resolved,High,52,8,0,1,0,0
1190,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-09-14,Resolved,Low,52,6,1,0,0,0
1191,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-03-04,Resolved,High,66,11,1,0,0,0
1192,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-12-25,In Progress,Low,66,11,1,0,0,0
1193,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-08-06,Open,Medium,53,9,0,0,1,0
1194,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-04-22,In Progress,Medium,54,5,0,0,1,0
1195,Uneven road surface causing vehicle damage,Roads,Surat,2024-03-13,Open,Medium,42,6,0,1,0,0
1196,Drainage water is mixing with drinking water supply,Water,Surat,2024-10-04,Pending,High,51,8,1,0,0,0
1197,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-08-11,Resolved,Low,39,5,0,0,0,1
1198,Contaminated water is being supplied in our locality,Water,Rajkot,2024-05-17,Open,High,52,8,1,0,0,0
1199,Dirty streets creating health hazards,Sanitation,Mumbai,2024-02-22,In Progress,Medium,37,5,0,0,0,1
1200,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-11-16,Pending,Medium,70,12,1,0,0,0
1201,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-04-07,In Progress,High,39,5,0,0,0,1
1202,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-06-13,Open,Low,51,5,0,0,1,0
1203,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-12-05,In Progress,High,39,5,0,0,0,1
1204,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-02-06,In Progress,Low,47,8,0,0,0,1
1205,Uneven road surface causing vehicle damage,Roads,Surat,2024-01-08,Open,Medium,42,6,0,1,0,0
1206,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-10-05,Pending,Medium,52,8,0,1,0,0
1207,Garbage has not been collected for several days,Sanitation,Delhi,2024-10-24,Resolved,Low,47,8,0,0,0,1
1208,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-06-09,Pending,Medium,70,12,1,0,0,0
1209,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-03-05,Open,Medium,50,5,0,0,0,1
1210,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-02-18,Pending,Low,53,9,0,0,1,0
1211,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-03-05,Pending,High,42,8,0,0,1,0
1212,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-03-03,In Progress,Low,50,5,0,0,0,1
1213,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-10-07,Resolved,Low,52,8,0,1,0,0
1214,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-12-24,Open,Medium,53,9,0,0,1,0
1215,Drainage water is mixing with drinking water supply,Water,Delhi,2024-04-19,In Progress,Medium,51,8,1,0,0,0
1216,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-08-20,Pending,Medium,51,5,0,0,1,0
1217,Garbage has not been collected for several days,Sanitation,Delhi,2024-08-25,In Progress,Low,47,8,0,0,0,1
1218,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-09-05,Pending,High,51,5,0,0,1,0
1219,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-02-04,Resolved,Medium,70,12,1,0,0,0
1220,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-04-12,Pending,Low,42,6,0,1,0,0
1221,Construction work left road in poor condition,Roads,Rajkot,2024-05-21,Resolved,Medium,45,7,0,1,0,0
1222,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-03-09,Pending,High,70,12,1,0,0,0
1223,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-02-15,Resolved,High,42,8,0,0,1,0
1224,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-07-26,Pending,High,55,7,0,1,0,0
1225,Dirty streets creating health hazards,Sanitation,Ahmedabad,2024-05-08,Pending,Medium,37,5,0,0,0,1
1226,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-09-22,Resolved,Low,53,9,0,0,1,0
1227,Street lights are not functioning in the locality,Electricity,Delhi,2024-02-24,In Progress,Medium,49,8,0,0,1,0
1228,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-06-19,In Progress,Medium,52,8,0,1,0,0
1229,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-02-29,Resolved,Low,54,5,0,0,1,0
1230,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-07-11,Resolved,Low,63,11,0,1,0,0
1231,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-07-24,Pending,Medium,51,5,0,0,1,0
1232,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-10-16,Resolved,Low,55,7,0,1,0,0
1233,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-05-10,Resolved,Low,53,9,0,0,1,0
1234,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-06-27,Pending,Low,52,8,0,1,0,0
1235,Contaminated water is being supplied in our locality,Water,Rajkot,2024-12-16,Resolved,High,52,8,1,0,0,0
1236,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-10-15,In Progress,Medium,63,11,0,1,0,0
1237,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-04-27,Resolved,Medium,50,5,0,0,0,1
1238,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-04-19,In Progress,Low,55,7,0,1,0,0
1239,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-11-19,In Progress,Medium,63,11,0,1,0,0
1240,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-10-23,Pending,High,52,6,1,0,0,0
1241,Garbage has not been collected for several days,Sanitation,Rajkot,2024-10-26,Resolved,Low,47,8,0,0,0,1
1242,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-02-25,Pending,Low,50,5,0,0,0,1
1243,Dirty streets creating health hazards,Sanitation,Rajkot,2024-11-13,Resolved,High,37,5,0,0,0,1
1244,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-11-12,Resolved,Medium,50,5,0,0,0,1
1245,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-12-25,In Progress,Medium,42,8,0,0,1,0
1246,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-09-01,Open,High,51,8,0,0,0,1
1247,Contaminated water is being supplied in our locality,Water,Vadodara,2024-07-21,Open,Low,52,8,1,0,0,0
1248,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-12-08,Open,High,70,12,1,0,0,0
1249,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-04-27,In Progress,Low,42,6,0,1,0,0
1250,Street lights are not functioning in the locality,Electricity,Mumbai,2024-05-13,In Progress,High,49,8,0,0,1,0
1251,No electricity supply for the past 6 hours,Electricity,Delhi,2024-04-22,In Progress,Low,42,8,0,0,1,0
1252,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-03-04,In Progress,High,51,8,0,0,0,1
1253,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-07-01,Open,High,63,11,0,1,0,0
1254,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-04-25,In Progress,Low,55,7,0,1,0,0
1255,Construction work left road in poor condition,Roads,Surat,2024-07-20,In Progress,Low,45,7,0,1,0,0
1256,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-05-25,Pending,Low,70,12,1,0,0,0
1257,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-08-10,Pending,High,51,8,0,0,0,1
1258,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-12-21,Pending,Medium,70,12,1,0,0,0
